id,game,action,score,opponent,guess,coordination
35,BoS,1,0,Prompted,Human,0
35,BoS,0,10,Prompted,Human,1
35,BoS,0,10,Prompted,Human,1
35,BoS,0,0,Prompted,Human,0
35,BoS,0,0,Prompted,Human,0
35,BoS,0,10,Prompted,Human,1
35,BoS,0,10,Prompted,Human,1
35,PD,0,10,Prompted,Human,0
35,PD,0,5,Prompted,Human,1
35,PD,0,5,Prompted,Human,1
35,PD,0,5,Prompted,Human,1
35,PD,0,5,Prompted,Human,1
35,PD,0,5,Prompted,Human,1
35,PD,0,5,Prompted,Human,1
35,PD,0,5,Prompted,Human,1
35,PD,0,5,Prompted,Human,1
35,PD,0,5,Prompted,Human,1
36,BoS,1,7,Prompted,Human,1
36,BoS,0,0,Prompted,Human,0
36,BoS,1,7,Prompted,Human,1
36,BoS,1,7,Prompted,Human,1
36,BoS,1,7,Prompted,Human,1
36,BoS,0,0,Prompted,Human,0
36,BoS,0,0,Prompted,Human,0
36,BoS,1,0,Prompted,Human,0
36,BoS,0,0,Prompted,Human,0
36,BoS,0,0,Prompted,Human,0
36,PD,1,8,Prompted,Human,0
36,PD,1,8,Prompted,Human,0
36,PD,1,8,Prompted,Human,0
36,PD,1,8,Prompted,Human,0
36,PD,1,8,Prompted,Human,0
36,PD,1,8,Prompted,Human,0
36,PD,1,8,Prompted,Human,0
36,PD,1,8,Prompted,Human,0
36,PD,1,8,Prompted,Human,0
36,PD,1,8,Prompted,Human,0
37,BoS,1,7,Base,LLM,1
37,BoS,0,0,Base,LLM,0
37,BoS,1,7,Base,LLM,1
37,BoS,1,7,Base,LLM,1
37,BoS,1,7,Base,LLM,1
37,BoS,1,7,Base,LLM,1
37,BoS,0,0,Base,LLM,0
37,BoS,0,0,Base,LLM,0
37,BoS,1,0,Base,LLM,0
37,BoS,1,0,Base,LLM,0
37,PD,1,8,Base,LLM,0
37,PD,0,10,Base,LLM,0
37,PD,1,0,Base,LLM,0
37,PD,1,8,Base,LLM,0
37,PD,0,10,Base,LLM,0
37,PD,0,5,Base,LLM,1
37,PD,1,8,Base,LLM,0
37,PD,1,0,Base,LLM,0
37,PD,1,8,Base,LLM,0
37,PD,0,5,Base,LLM,1
38,BoS,1,7,Base,LLM,1
38,BoS,0,0,Base,LLM,0
38,BoS,1,0,Base,LLM,0
38,BoS,0,0,Base,LLM,0
38,BoS,0,0,Base,LLM,0
38,BoS,0,0,Base,LLM,0
38,BoS,0,0,Base,LLM,0
38,BoS,1,7,Base,LLM,1
38,BoS,0,7,Base,LLM,0
38,BoS,1,7,Base,LLM,0
38,PD,1,8,Base,Human,0
38,PD,1,8,Base,Human,0
38,PD,1,8,Base,Human,0
38,PD,1,8,Base,Human,0
38,PD,1,8,Base,Human,0
38,PD,0,10,Base,Human,0
38,PD,0,5,Base,Human,1
38,PD,0,5,Base,Human,1
38,PD,0,5,Base,Human,1
38,PD,0,5,Base,Human,1
39,PD,0,10,Prompted,LLM,0
39,PD,1,0,Prompted,LLM,0
39,PD,1,0,Prompted,LLM,0
39,PD,0,5,Prompted,LLM,1
39,PD,0,10,Prompted,LLM,0
39,PD,0,5,Prompted,LLM,1
39,PD,0,5,Prompted,LLM,1
39,PD,1,0,Prompted,LLM,0
39,PD,0,5,Prompted,LLM,1
39,PD,0,5,Prompted,LLM,1
39,BoS,0,0,Prompted,Human,0
39,BoS,1,0,Prompted,Human,0
39,BoS,1,0,Prompted,Human,0
39,BoS,1,7,Prompted,Human,1
39,BoS,0,0,Prompted,Human,0
39,BoS,0,10,Prompted,Human,1
39,BoS,0,0,Prompted,Human,0
39,BoS,0,10,Prompted,Human,1
39,BoS,0,10,Prompted,Human,1
39,BoS,0,10,Prompted,Human,1
40,BoS,0,0,Prompted,Human,0
40,BoS,1,0,Prompted,Human,0
40,BoS,0,0,Prompted,Human,0
40,BoS,0,10,Prompted,Human,1
40,BoS,0,0,Prompted,Human,0
40,BoS,1,7,Prompted,Human,1
40,BoS,0,10,Prompted,Human,1
40,BoS,1,0,Prompted,Human,0
40,BoS,0,0,Prompted,Human,0
40,BoS,1,7,Prompted,Human,1
40,PD,1,8,Prompted,LLM,0
40,PD,1,8,Prompted,LLM,0
40,PD,1,8,Prompted,LLM,0
40,PD,1,8,Prompted,LLM,0
40,PD,1,8,Prompted,LLM,0
40,PD,1,8,Prompted,LLM,0
40,PD,1,8,Prompted,LLM,0
40,PD,1,8,Prompted,LLM,0
40,PD,1,8,Prompted,LLM,0
40,PD,1,8,Prompted,LLM,0
41,PD,0,10,Prompted,LLM,0
41,PD,0,5,Prompted,LLM,1
41,PD,1,0,Prompted,LLM,0
41,PD,0,10,Prompted,LLM,0
41,PD,1,0,Prompted,LLM,0
41,PD,0,5,Prompted,LLM,1
41,PD,0,5,Prompted,LLM,1
41,PD,0,5,Prompted,LLM,1
41,PD,0,5,Prompted,LLM,1
41,PD,0,5,Prompted,LLM,1
41,BoS,1,7,Prompted,Human,1
41,BoS,0,0,Prompted,Human,0
41,BoS,0,0,Prompted,Human,0
41,BoS,0,0,Prompted,Human,0
41,BoS,0,0,Prompted,Human,0
41,BoS,0,10,Prompted,Human,1
41,BoS,0,10,Prompted,Human,1
41,BoS,0,10,Prompted,Human,1
41,BoS,0,0,Prompted,Human,0
41,BoS,0,10,Prompted,Human,1
42,PD,1,8,Base,LLM,0
42,PD,1,8,Base,LLM,0
42,PD,1,8,Base,LLM,0
42,PD,1,8,Base,LLM,0
42,PD,1,8,Base,LLM,0
42,PD,1,8,Base,LLM,0
42,PD,1,8,Base,LLM,0
42,PD,1,8,Base,LLM,0
42,PD,1,8,Base,LLM,0
42,PD,1,8,Base,LLM,0
42,BoS,0,0,Base,Human,0
42,BoS,0,0,Base,Human,0
42,BoS,1,0,Base,Human,0
42,BoS,1,7,Base,Human,1
42,BoS,1,7,Base,Human,1
42,BoS,1,7,Base,Human,1
42,BoS,1,7,Base,Human,1
42,BoS,1,7,Base,Human,1
42,BoS,1,7,Base,Human,1
42,BoS,1,7,Base,Human,1
43,BoS,1,7,Prompted,LLM,1
43,BoS,1,7,Prompted,LLM,1
43,BoS,0,0,Prompted,LLM,0
43,BoS,1,7,Prompted,LLM,1
43,BoS,1,7,Prompted,LLM,1
43,BoS,1,7,Prompted,LLM,1
43,BoS,1,7,Prompted,LLM,1
43,BoS,1,7,Prompted,LLM,1
43,BoS,1,7,Prompted,LLM,1
43,BoS,1,7,Prompted,LLM,1
43,PD,0,10,Prompted,Human,0
43,PD,0,5,Prompted,Human,1
43,PD,0,5,Prompted,Human,1
43,PD,0,10,Prompted,Human,0
43,PD,0,5,Prompted,Human,1
43,PD,0,5,Prompted,Human,1
43,PD,0,5,Prompted,Human,1
43,PD,0,5,Prompted,Human,1
43,PD,0,5,Prompted,Human,1
43,PD,0,5,Prompted,Human,1
44,BoS,1,7,Prompted,LLM,1
44,BoS,1,7,Prompted,LLM,1
44,BoS,1,7,Prompted,LLM,1
44,BoS,0,0,Prompted,LLM,0
44,BoS,1,7,Prompted,LLM,1
44,BoS,1,7,Prompted,LLM,1
44,BoS,1,7,Prompted,LLM,1
44,BoS,1,7,Prompted,LLM,1
44,BoS,1,7,Prompted,LLM,1
44,BoS,1,7,Prompted,LLM,1
44,PD,0,10,Prompted,Human,0
44,PD,0,5,Prompted,Human,1
44,PD,0,5,Prompted,Human,1
44,PD,1,8,Prompted,Human,0
44,PD,1,8,Prompted,Human,0
44,PD,0,5,Prompted,Human,1
44,PD,0,5,Prompted,Human,1
44,PD,1,0,Prompted,Human,0
44,PD,1,0,Prompted,Human,0
44,PD,0,5,Prompted,Human,1
45,BoS,1,7,Prompted,Human,1
45,BoS,0,0,Prompted,Human,0
45,BoS,1,0,Prompted,Human,0
45,BoS,0,0,Prompted,Human,0
45,BoS,1,7,Prompted,Human,1
45,BoS,0,0,Prompted,Human,0
45,BoS,1,0,Prompted,Human,0
45,BoS,0,10,Prompted,Human,1
45,BoS,1,0,Prompted,Human,0
45,BoS,0,0,Prompted,Human,0
45,PD,1,8,Prompted,LLM,0
45,PD,1,8,Prompted,LLM,0
45,PD,1,8,Prompted,LLM,0
45,PD,1,8,Prompted,LLM,0
45,PD,1,8,Prompted,LLM,0
45,PD,1,8,Prompted,LLM,0
45,PD,1,8,Prompted,LLM,0
45,PD,1,8,Prompted,LLM,0
45,PD,1,8,Prompted,LLM,0
45,PD,0,10,Prompted,LLM,0
46,BoS,0,0,Base,Human,0
46,BoS,1,0,Base,Human,0
46,BoS,1,0,Base,Human,0
46,BoS,0,0,Base,Human,0
46,BoS,0,0,Base,Human,0
46,BoS,1,0,Base,Human,0
46,BoS,1,7,Base,Human,1
46,BoS,1,7,Base,Human,1
46,BoS,0,0,Base,Human,0
46,BoS,0,0,Base,Human,0
46,PD,0,10,Base,LLM,0
46,PD,1,0,Base,LLM,0
46,PD,0,5,Base,LLM,1
46,PD,0,5,Base,LLM,1
46,PD,0,5,Base,LLM,1
46,PD,1,0,Base,LLM,0
46,PD,0,5,Base,LLM,1
46,PD,0,5,Base,LLM,1
46,PD,0,5,Base,LLM,1
46,PD,1,0,Base,LLM,0
47,BoS,1,7,Base,Human,1
47,BoS,0,0,Base,Human,0
47,BoS,0,0,Base,Human,0
47,BoS,1,0,Base,Human,0
47,BoS,0,0,Base,Human,0
47,BoS,0,0,Base,Human,0
47,BoS,0,10,Base,Human,1
47,BoS,0,0,Base,Human,0
47,BoS,0,0,Base,Human,0
47,BoS,0,10,Base,Human,1
47,PD,0,10,Base,LLM,0
47,PD,0,5,Base,LLM,1
47,PD,0,5,Base,LLM,1
47,PD,0,10,Base,LLM,0
47,PD,1,0,Base,LLM,0
47,PD,0,10,Base,LLM,0
47,PD,0,10,Base,LLM,0
47,PD,0,5,Base,LLM,1
47,PD,0,5,Base,LLM,1
47,PD,0,5,Base,LLM,1
48,BoS,1,7,Prompted,Human,1
48,BoS,0,0,Prompted,Human,0
48,BoS,0,10,Prompted,Human,1
48,BoS,0,10,Prompted,Human,1
48,BoS,1,7,Prompted,Human,1
48,BoS,1,7,Prompted,Human,1
48,BoS,0,0,Prompted,Human,0
48,BoS,0,0,Prompted,Human,0
48,BoS,0,0,Prompted,Human,0
48,BoS,0,0,Prompted,Human,0
48,PD,1,8,Prompted,Human,0
48,PD,1,8,Prompted,Human,0
48,PD,0,10,Prompted,Human,0
48,PD,0,5,Prompted,Human,1
48,PD,0,5,Prompted,Human,1
48,PD,0,5,Prompted,Human,1
48,PD,0,5,Prompted,Human,1
48,PD,0,5,Prompted,Human,1
48,PD,0,5,Prompted,Human,1
48,PD,0,5,Prompted,Human,1
49,PD,0,10,Prompted,LLM,0
49,PD,1,0,Prompted,LLM,0
49,PD,1,8,Prompted,LLM,0
49,PD,1,0,Prompted,LLM,0
49,PD,0,5,Prompted,LLM,1
49,PD,0,10,Prompted,LLM,0
49,PD,0,5,Prompted,LLM,1
49,PD,1,0,Prompted,LLM,0
49,PD,0,5,Prompted,LLM,1
49,PD,0,5,Prompted,LLM,1
49,BoS,1,7,Prompted,LLM,1
49,BoS,1,7,Prompted,LLM,1
49,BoS,1,7,Prompted,LLM,1
49,BoS,1,7,Prompted,LLM,1
49,BoS,0,0,Prompted,LLM,0
49,BoS,0,0,Prompted,LLM,0
49,BoS,1,0,Prompted,LLM,0
49,BoS,0,0,Prompted,LLM,0
49,BoS,0,10,Prompted,LLM,1
49,BoS,0,10,Prompted,LLM,1
50,PD,1,8,Base,Human,0
50,PD,1,8,Base,Human,0
50,PD,0,10,Base,Human,0
50,PD,1,0,Base,Human,0
50,PD,0,10,Base,Human,0
50,PD,0,5,Base,Human,1
50,PD,1,0,Base,Human,0
50,PD,0,5,Base,Human,1
50,PD,0,5,Base,Human,1
50,PD,0,5,Base,Human,1
50,BoS,0,0,Base,LLM,0
50,BoS,0,0,Base,LLM,0
50,BoS,1,7,Base,LLM,1
50,BoS,1,0,Base,LLM,0
50,BoS,1,7,Base,LLM,1
50,BoS,1,7,Base,LLM,1
50,BoS,0,0,Base,LLM,0
50,BoS,1,7,Base,LLM,1
50,BoS,1,7,Base,LLM,1
50,BoS,1,7,Base,LLM,1
51,BoS,0,0,Prompted,LLM,0
51,BoS,1,7,Prompted,LLM,1
51,BoS,1,0,Prompted,LLM,0
51,BoS,0,0,Prompted,LLM,0
51,BoS,0,10,Prompted,LLM,1
51,BoS,0,10,Prompted,LLM,1
51,BoS,0,0,Prompted,LLM,0
51,BoS,0,0,Prompted,LLM,0
51,BoS,0,10,Prompted,LLM,1
51,BoS,0,10,Prompted,LLM,1
51,PD,0,10,Prompted,Human,0
51,PD,0,5,Prompted,Human,1
51,PD,0,5,Prompted,Human,1
51,PD,0,5,Prompted,Human,1
51,PD,0,5,Prompted,Human,1
51,PD,0,5,Prompted,Human,1
51,PD,0,5,Prompted,Human,1
51,PD,0,5,Prompted,Human,1
51,PD,0,5,Prompted,Human,1
51,PD,0,5,Prompted,Human,1
52,PD,0,10,Base,LLM,0
52,PD,0,5,Base,LLM,1
52,PD,1,0,Base,LLM,0
52,PD,0,5,Base,LLM,1
52,PD,0,5,Base,LLM,1
52,PD,0,5,Base,LLM,1
52,PD,1,0,Base,LLM,0
52,PD,0,5,Base,LLM,1
52,PD,0,5,Base,LLM,1
52,PD,0,5,Base,LLM,1
52,BoS,0,0,Base,Human,0
52,BoS,0,0,Base,Human,0
52,BoS,0,0,Base,Human,0
52,BoS,0,10,Base,Human,1
52,BoS,0,10,Base,Human,1
52,BoS,0,10,Base,Human,1
52,BoS,0,10,Base,Human,1
52,BoS,0,10,Base,Human,1
52,BoS,0,10,Base,Human,1
52,BoS,0,10,Base,Human,1
53,BoS,0,0,Base,LLM,0
53,BoS,0,0,Base,LLM,0
53,BoS,0,0,Base,LLM,0
53,BoS,0,0,Base,LLM,0
53,BoS,1,0,Base,LLM,0
53,BoS,1,0,Base,LLM,0
53,BoS,0,0,Base,LLM,0
53,BoS,0,0,Base,LLM,0
53,BoS,0,0,Base,LLM,0
53,BoS,1,7,Base,LLM,1
53,PD,0,10,Base,Human,0
53,PD,1,0,Base,Human,0
53,PD,1,8,Base,Human,0
53,PD,0,5,Base,Human,1
53,PD,0,5,Base,Human,1
53,PD,0,5,Base,Human,1
53,PD,0,5,Base,Human,1
53,PD,0,5,Base,Human,1
53,PD,0,5,Base,Human,1
53,PD,0,5,Base,Human,1
54,BoS,0,0,Prompted,LLM,0
54,BoS,1,7,Prompted,LLM,1
54,BoS,1,0,Prompted,LLM,0
54,BoS,1,7,Prompted,LLM,1
54,BoS,0,0,Prompted,LLM,0
54,BoS,0,10,Prompted,LLM,1
54,BoS,0,0,Prompted,LLM,0
54,BoS,0,10,Prompted,LLM,1
54,BoS,0,10,Prompted,LLM,1
54,BoS,1,7,Prompted,LLM,1
54,PD,0,10,Prompted,Human,0
54,PD,0,5,Prompted,Human,1
54,PD,0,5,Prompted,Human,1
54,PD,0,5,Prompted,Human,1
54,PD,0,5,Prompted,Human,1
54,PD,1,0,Prompted,Human,0
54,PD,1,0,Prompted,Human,0
54,PD,1,0,Prompted,Human,0
54,PD,0,5,Prompted,Human,1
54,PD,0,5,Prompted,Human,1
55,BoS,0,0,Prompted,Human,0
55,BoS,0,0,Prompted,Human,0
55,BoS,0,0,Prompted,Human,0
55,BoS,0,0,Prompted,Human,0
55,BoS,1,7,Prompted,Human,1
55,BoS,1,0,Prompted,Human,0
55,BoS,1,7,Prompted,Human,1
55,BoS,1,7,Prompted,Human,1
55,BoS,1,7,Prompted,Human,1
55,BoS,1,7,Prompted,Human,1
55,PD,1,8,Prompted,Human,0
55,PD,1,8,Prompted,Human,0
55,PD,1,8,Prompted,Human,0
55,PD,1,8,Prompted,Human,0
55,PD,1,8,Prompted,Human,0
55,PD,1,8,Prompted,Human,0
55,PD,1,8,Prompted,Human,0
55,PD,1,8,Prompted,Human,0
55,PD,1,8,Prompted,Human,0
55,PD,1,8,Prompted,Human,0
56,PD,0,10,Base,LLM,0
56,PD,0,5,Base,LLM,1
56,PD,0,5,Base,LLM,1
56,PD,1,0,Base,LLM,0
56,PD,1,0,Base,LLM,0
56,PD,0,10,Base,LLM,0
56,PD,0,5,Base,LLM,1
56,PD,0,5,Base,LLM,1
56,PD,0,5,Base,LLM,1
56,PD,0,5,Base,LLM,1
56,BoS,0,0,Base,LLM,0
56,BoS,0,0,Base,LLM,0
56,BoS,1,0,Base,LLM,0
56,BoS,0,10,Base,LLM,1
56,BoS,0,10,Base,LLM,1
56,BoS,0,10,Base,LLM,1
56,BoS,0,10,Base,LLM,1
56,BoS,0,10,Base,LLM,1
56,BoS,0,0,Base,LLM,0
56,BoS,0,0,Base,LLM,0
57,BoS,0,0,Base,LLM,0
57,BoS,0,0,Base,LLM,0
57,BoS,1,0,Base,LLM,0
57,BoS,0,10,Base,LLM,1
57,BoS,0,0,Base,LLM,0
57,BoS,0,0,Base,LLM,0
57,BoS,0,0,Base,LLM,0
57,BoS,0,10,Base,LLM,1
57,BoS,0,0,Base,LLM,0
57,BoS,0,10,Base,LLM,1
57,PD,1,8,Base,LLM,0
57,PD,1,8,Base,LLM,0
57,PD,1,8,Base,LLM,0
57,PD,1,8,Base,LLM,0
57,PD,1,8,Base,LLM,0
57,PD,1,8,Base,LLM,0
57,PD,1,8,Base,LLM,0
57,PD,1,8,Base,LLM,0
57,PD,1,8,Base,LLM,0
57,PD,1,8,Base,LLM,0
58,PD,1,8,Base,Human,0
58,PD,1,8,Base,Human,0
58,PD,1,8,Base,Human,0
58,PD,1,8,Base,Human,0
58,PD,1,8,Base,Human,0
58,PD,1,8,Base,Human,0
58,PD,1,8,Base,Human,0
58,PD,1,8,Base,Human,0
58,PD,1,8,Base,Human,0
58,PD,1,8,Base,Human,0
58,BoS,1,7,Base,Human,1
58,BoS,0,0,Base,Human,0
58,BoS,1,7,Base,Human,1
58,BoS,1,7,Base,Human,1
58,BoS,1,7,Base,Human,1
58,BoS,1,7,Base,Human,1
58,BoS,1,7,Base,Human,1
58,BoS,1,7,Base,Human,1
58,BoS,1,7,Base,Human,1
58,BoS,1,7,Base,Human,1
59,BoS,1,7,Prompted,Human,1
59,BoS,0,0,Prompted,Human,0
59,BoS,0,10,Prompted,Human,1
59,BoS,0,0,Prompted,Human,0
59,BoS,0,0,Prompted,Human,0
59,BoS,1,0,Prompted,Human,0
59,BoS,0,0,Prompted,Human,0
59,BoS,0,10,Prompted,Human,1
59,BoS,0,10,Prompted,Human,1
59,BoS,0,10,Prompted,Human,1
59,PD,0,10,Prompted,LLM,0
59,PD,0,5,Prompted,LLM,1
59,PD,1,0,Prompted,LLM,0
59,PD,0,5,Prompted,LLM,1
59,PD,0,5,Prompted,LLM,1
59,PD,1,0,Prompted,LLM,0
59,PD,0,5,Prompted,LLM,1
59,PD,0,5,Prompted,LLM,1
59,PD,1,0,Prompted,LLM,0
59,PD,0,5,Prompted,LLM,1
60,PD,1,8,Base,LLM,0
60,PD,0,10,Base,LLM,0
60,PD,0,5,Base,LLM,1
60,PD,0,10,Base,LLM,0
60,PD,1,0,Base,LLM,0
60,PD,0,5,Base,LLM,1
60,PD,0,5,Base,LLM,1
60,PD,1,0,Base,LLM,0
60,PD,1,0,Base,LLM,0
60,PD,1,0,Base,LLM,0
60,BoS,1,7,Base,LLM,1
60,BoS,0,0,Base,LLM,0
60,BoS,0,10,Base,LLM,1
60,BoS,1,0,Base,LLM,0
60,BoS,1,7,Base,LLM,1
60,BoS,1,7,Base,LLM,1
60,BoS,0,0,Base,LLM,0
60,BoS,1,7,Base,LLM,1
60,BoS,0,10,Base,LLM,1
60,BoS,0,0,Base,LLM,0
61,BoS,1,7,Base,LLM,1
61,BoS,1,7,Base,LLM,1
61,BoS,0,0,Base,LLM,0
61,BoS,0,0,Base,LLM,0
61,BoS,1,7,Base,LLM,1
61,BoS,1,7,Base,LLM,1
61,BoS,1,7,Base,LLM,1
61,BoS,1,7,Base,LLM,1
61,BoS,1,7,Base,LLM,1
61,BoS,1,7,Base,LLM,1
61,PD,1,8,Base,Human,0
61,PD,1,8,Base,Human,0
61,PD,1,8,Base,Human,0
61,PD,1,8,Base,Human,0
61,PD,1,8,Base,Human,0
61,PD,1,8,Base,Human,0
61,PD,1,8,Base,Human,0
61,PD,1,8,Base,Human,0
61,PD,1,8,Base,Human,0
61,PD,1,8,Base,Human,0
62,BoS,0,0,Base,LLM,0
62,BoS,1,0,Base,LLM,0
62,BoS,1,0,Base,LLM,0
62,BoS,1,7,Base,LLM,1
62,BoS,1,7,Base,LLM,1
62,BoS,1,7,Base,LLM,1
62,BoS,1,7,Base,LLM,1
62,BoS,0,0,Base,LLM,0
62,BoS,1,7,Base,LLM,1
62,BoS,0,0,Base,LLM,0
62,PD,0,10,Base,Human,0
62,PD,0,5,Base,Human,1
62,PD,1,0,Base,Human,0
62,PD,0,5,Base,Human,1
62,PD,0,5,Base,Human,1
62,PD,0,5,Base,Human,1
62,PD,0,5,Base,Human,1
62,PD,1,0,Base,Human,0
62,PD,0,5,Base,Human,1
62,PD,0,5,Base,Human,1
63,BoS,0,0,Prompted,Human,0
63,BoS,0,0,Prompted,Human,0
63,BoS,0,0,Prompted,Human,0
63,BoS,1,7,Prompted,Human,1
63,BoS,1,7,Prompted,Human,1
63,BoS,1,7,Prompted,Human,1
63,BoS,1,7,Prompted,Human,1
63,BoS,1,7,Prompted,Human,1
63,BoS,1,7,Prompted,Human,1
63,BoS,1,7,Prompted,Human,1
63,PD,1,8,Prompted,LLM,0
63,PD,1,8,Prompted,LLM,0
63,PD,1,8,Prompted,LLM,0
63,PD,1,8,Prompted,LLM,0
63,PD,1,8,Prompted,LLM,0
63,PD,1,8,Prompted,LLM,0
63,PD,1,8,Prompted,LLM,0
63,PD,1,8,Prompted,LLM,0
63,PD,1,8,Prompted,LLM,0
63,PD,1,8,Prompted,LLM,0
64,PD,1,8,Base,LLM,0
64,PD,1,8,Base,LLM,0
64,PD,1,8,Base,LLM,0
64,PD,1,8,Base,LLM,0
64,PD,1,8,Base,LLM,0
64,PD,1,8,Base,LLM,0
64,PD,1,8,Base,LLM,0
64,PD,1,8,Base,LLM,0
64,PD,0,10,Base,LLM,0
64,PD,0,5,Base,LLM,1
64,BoS,1,7,Base,Human,1
64,BoS,0,0,Base,Human,0
64,BoS,0,0,Base,Human,0
64,BoS,0,10,Base,Human,1
64,BoS,1,0,Base,Human,0
64,BoS,1,0,Base,Human,0
64,BoS,0,0,Base,Human,0
64,BoS,0,0,Base,Human,0
64,BoS,0,0,Base,Human,0
64,BoS,1,7,Base,Human,1
65,BoS,0,0,Base,LLM,0
65,BoS,0,0,Base,LLM,0
65,BoS,0,0,Base,LLM,0
65,BoS,1,7,Base,LLM,1
65,BoS,1,0,Base,LLM,0
65,BoS,1,7,Base,LLM,1
65,BoS,0,0,Base,LLM,0
65,BoS,0,10,Base,LLM,1
65,BoS,0,0,Base,LLM,0
65,BoS,0,10,Base,LLM,1
65,PD,0,10,Base,Human,0
65,PD,0,5,Base,Human,1
65,PD,0,5,Base,Human,1
65,PD,0,5,Base,Human,1
65,PD,0,5,Base,Human,1
65,PD,0,5,Base,Human,1
65,PD,0,5,Base,Human,1
65,PD,0,5,Base,Human,1
65,PD,0,5,Base,Human,1
65,PD,0,5,Base,Human,1
66,PD,1,8,Prompted,Human,0
66,PD,1,8,Prompted,Human,0
66,PD,1,8,Prompted,Human,0
66,PD,1,8,Prompted,Human,0
66,PD,1,8,Prompted,Human,0
66,PD,1,8,Prompted,Human,0
66,PD,1,8,Prompted,Human,0
66,PD,1,8,Prompted,Human,0
66,PD,1,8,Prompted,Human,0
66,PD,1,8,Prompted,Human,0
66,BoS,0,0,Prompted,LLM,0
66,BoS,0,10,Prompted,LLM,1
66,BoS,0,0,Prompted,LLM,0
66,BoS,0,0,Prompted,LLM,0
66,BoS,1,7,Prompted,LLM,1
66,BoS,0,10,Prompted,LLM,1
66,BoS,1,7,Prompted,LLM,1
66,BoS,0,0,Prompted,LLM,0
66,BoS,0,10,Prompted,LLM,1
66,BoS,1,0,Prompted,LLM,0
67,BoS,0,0,Base,LLM,0
67,BoS,1,7,Base,LLM,1
67,BoS,1,7,Base,LLM,1
67,BoS,1,7,Base,LLM,1
67,BoS,0,0,Base,LLM,0
67,BoS,1,0,Base,LLM,0
67,BoS,0,0,Base,LLM,0
67,BoS,1,7,Base,LLM,1
67,BoS,0,0,Base,LLM,0
67,BoS,1,0,Base,LLM,0
67,PD,0,10,Base,LLM,0
67,PD,0,5,Base,LLM,1
67,PD,0,5,Base,LLM,1
67,PD,0,10,Base,LLM,0
67,PD,0,5,Base,LLM,1
67,PD,0,5,Base,LLM,1
67,PD,0,5,Base,LLM,1
67,PD,0,5,Base,LLM,1
67,PD,0,5,Base,LLM,1
67,PD,0,5,Base,LLM,1
68,BoS,1,7,Base,LLM,1
68,BoS,0,0,Base,LLM,0
68,BoS,0,0,Base,LLM,0
68,BoS,0,10,Base,LLM,1
68,BoS,1,0,Base,LLM,0
68,BoS,0,10,Base,LLM,1
68,BoS,1,0,Base,LLM,0
68,BoS,1,7,Base,LLM,1
68,BoS,1,7,Base,LLM,1
