round,player1,player2,answer1,answer2,points1,points2,total1,total2
8,act_tftt,act_htft,F,F,5,5,25,55
9,act_tftt,act_htft,F,F,5,5,30,60
10,act_tftt,act_htft,F,F,5,5,35,65
11,act_tftt,act_htft,F,F,5,5,40,70
12,act_tftt,act_htft,F,F,5,5,45,75
13,act_tftt,act_htft,F,F,5,5,50,80
14,act_tftt,act_htft,F,F,5,5,55,85
15,act_tftt,act_htft,F,F,5,5,60,90
16,act_tftt,act_htft,F,F,5,5,65,95
17,act_tftt,act_htft,F,F,5,5,70,100
18,act_tftt,act_htft,F,F,5,5,75,105
19,act_tftt,act_htft,F,F,5,5,80,110
20,act_tftt,act_htft,F,F,5,5,85,115
1,act_tftt,act_np10,J,J,8,8,8,8
2,act_tftt,act_np10,J,J,8,8,16,16
3,act_tftt,act_np10,J,J,8,8,24,24
4,act_tftt,act_np10,J,J,8,8,32,32
5,act_tftt,act_np10,J,J,8,8,40,40
6,act_tftt,act_np10,J,J,8,8,48,48
7,act_tftt,act_np10,J,J,8,8,56,56
8,act_tftt,act_np10,J,J,8,8,64,64
9,act_tftt,act_np10,J,J,8,8,72,72
10,act_tftt,act_np10,J,J,8,8,80,80
11,act_tftt,act_np10,J,J,8,8,88,88
12,act_tftt,act_np10,J,J,8,8,96,96
13,act_tftt,act_np10,J,J,8,8,104,104
14,act_tftt,act_np10,J,J,8,8,112,112
15,act_tftt,act_np10,J,J,8,8,120,120
16,act_tftt,act_np10,J,J,8,8,128,128
17,act_tftt,act_np10,J,J,8,8,136,136
18,act_tftt,act_np10,J,J,8,8,144,144
19,act_tftt,act_np10,J,J,8,8,152,152
20,act_tftt,act_np10,J,J,8,8,160,160
1,act_tftt,act_np20,J,J,8,8,8,8
2,act_tftt,act_np20,J,F,0,10,8,18
3,act_tftt,act_np20,J,F,0,10,8,28
4,act_tftt,act_np20,F,F,5,5,13,33
5,act_tftt,act_np20,F,F,5,5,18,38
6,act_tftt,act_np20,F,F,5,5,23,43
7,act_tftt,act_np20,F,F,5,5,28,48
8,act_tftt,act_np20,F,F,5,5,33,53
9,act_tftt,act_np20,F,F,5,5,38,58
10,act_tftt,act_np20,F,F,5,5,43,63
11,act_tftt,act_np20,F,F,5,5,48,68
12,act_tftt,act_np20,F,F,5,5,53,73
13,act_tftt,act_np20,F,F,5,5,58,78
14,act_tftt,act_np20,F,F,5,5,63,83
15,act_tftt,act_np20,F,F,5,5,68,88
16,act_tftt,act_np20,F,F,5,5,73,93
17,act_tftt,act_np20,F,F,5,5,78,98
18,act_tftt,act_np20,F,F,5,5,83,103
19,act_tftt,act_np20,F,F,5,5,88,108
20,act_tftt,act_np20,F,F,5,5,93,113
1,act_stft,act_gpt4,F,J,10,0,10,0
2,act_stft,act_gpt4,J,F,0,10,10,10
3,act_stft,act_gpt4,F,F,5,5,15,15
4,act_stft,act_gpt4,F,J,10,0,25,15
5,act_stft,act_gpt4,J,F,0,10,25,25
6,act_stft,act_gpt4,F,F,5,5,30,30
7,act_stft,act_gpt4,F,J,10,0,40,30
8,act_stft,act_gpt4,J,F,0,10,40,40
9,act_stft,act_gpt4,F,F,5,5,45,45
10,act_stft,act_gpt4,F,J,10,0,55,45
11,act_stft,act_gpt4,J,F,0,10,55,55
12,act_stft,act_gpt4,F,F,5,5,60,60
13,act_stft,act_gpt4,F,J,10,0,70,60
14,act_stft,act_gpt4,J,F,0,10,70,70
15,act_stft,act_gpt4,F,F,5,5,75,75
16,act_stft,act_gpt4,F,J,10,0,85,75
17,act_stft,act_gpt4,J,F,0,10,85,85
18,act_stft,act_gpt4,F,F,5,5,90,90
19,act_stft,act_gpt4,F,J,10,0,100,90
20,act_stft,act_gpt4,J,F,0,10,100,100
1,act_stft,act_tft,F,J,10,0,10,0
2,act_stft,act_tft,J,F,0,10,10,10
3,act_stft,act_tft,F,J,10,0,20,10
4,act_stft,act_tft,J,F,0,10,20,20
5,act_stft,act_tft,F,J,10,0,30,20
6,act_stft,act_tft,J,F,0,10,30,30
7,act_stft,act_tft,F,J,10,0,40,30
8,act_stft,act_tft,J,F,0,10,40,40
9,act_stft,act_tft,F,J,10,0,50,40
10,act_stft,act_tft,J,F,0,10,50,50
11,act_stft,act_tft,F,J,10,0,60,50
12,act_stft,act_tft,J,F,0,10,60,60
13,act_stft,act_tft,F,J,10,0,70,60
14,act_stft,act_tft,J,F,0,10,70,70
15,act_stft,act_tft,F,J,10,0,80,70
16,act_stft,act_tft,J,F,0,10,80,80
17,act_stft,act_tft,F,J,10,0,90,80
18,act_stft,act_tft,J,F,0,10,90,90
19,act_stft,act_tft,F,J,10,0,100,90
20,act_stft,act_tft,J,F,0,10,100,100
1,act_stft,act_tftt,F,J,10,0,10,0
2,act_stft,act_tftt,J,J,8,8,18,8
3,act_stft,act_tftt,J,J,8,8,26,16
4,act_stft,act_tftt,J,J,8,8,34,24
5,act_stft,act_tftt,J,J,8,8,42,32
6,act_stft,act_tftt,J,J,8,8,50,40
7,act_stft,act_tftt,J,J,8,8,58,48
8,act_stft,act_tftt,J,J,8,8,66,56
9,act_stft,act_tftt,J,J,8,8,74,64
10,act_stft,act_tftt,J,J,8,8,82,72
11,act_stft,act_tftt,J,J,8,8,90,80
12,act_stft,act_tftt,J,J,8,8,98,88
13,act_stft,act_tftt,J,J,8,8,106,96
14,act_stft,act_tftt,J,J,8,8,114,104
15,act_stft,act_tftt,J,J,8,8,122,112
16,act_stft,act_tftt,J,J,8,8,130,120
17,act_stft,act_tftt,J,J,8,8,138,128
18,act_stft,act_tftt,J,J,8,8,146,136
19,act_stft,act_tftt,J,J,8,8,154,144
20,act_stft,act_tftt,J,J,8,8,162,152
1,act_stft,act_stft,F,F,5,5,5,5
2,act_stft,act_stft,F,F,5,5,10,10
3,act_stft,act_stft,F,F,5,5,15,15
4,act_stft,act_stft,F,F,5,5,20,20
5,act_stft,act_stft,F,F,5,5,25,25
6,act_stft,act_stft,F,F,5,5,30,30
7,act_stft,act_stft,F,F,5,5,35,35
8,act_stft,act_stft,F,F,5,5,40,40
9,act_stft,act_stft,F,F,5,5,45,45
10,act_stft,act_stft,F,F,5,5,50,50
11,act_stft,act_stft,F,F,5,5,55,55
12,act_stft,act_stft,F,F,5,5,60,60
13,act_stft,act_stft,F,F,5,5,65,65
14,act_stft,act_stft,F,F,5,5,70,70
15,act_stft,act_stft,F,F,5,5,75,75
16,act_stft,act_stft,F,F,5,5,80,80
17,act_stft,act_stft,F,F,5,5,85,85
18,act_stft,act_stft,F,F,5,5,90,90
19,act_stft,act_stft,F,F,5,5,95,95
20,act_stft,act_stft,F,F,5,5,100,100
1,act_stft,act_rtft,F,F,5,5,5,5
2,act_stft,act_rtft,F,J,10,0,15,5
3,act_stft,act_rtft,J,J,8,8,23,13
4,act_stft,act_rtft,J,F,0,10,23,23
5,act_stft,act_rtft,F,F,5,5,28,28
6,act_stft,act_rtft,F,J,10,0,38,28
7,act_stft,act_rtft,J,J,8,8,46,36
8,act_stft,act_rtft,J,F,0,10,46,46
9,act_stft,act_rtft,F,F,5,5,51,51
10,act_stft,act_rtft,F,J,10,0,61,51
11,act_stft,act_rtft,J,J,8,8,69,59
12,act_stft,act_rtft,J,F,0,10,69,69
13,act_stft,act_rtft,F,F,5,5,74,74
14,act_stft,act_rtft,F,J,10,0,84,74
15,act_stft,act_rtft,J,J,8,8,92,82
16,act_stft,act_rtft,J,F,0,10,92,92
17,act_stft,act_rtft,F,F,5,5,97,97
18,act_stft,act_rtft,F,J,10,0,107,97
19,act_stft,act_rtft,J,J,8,8,115,105
20,act_stft,act_rtft,J,F,0,10,115,115
1,act_stft,act_htft,F,F,5,5,5,5
2,act_stft,act_htft,F,F,5,5,10,10
3,act_stft,act_htft,F,F,5,5,15,15
4,act_stft,act_htft,F,F,5,5,20,20
5,act_stft,act_htft,F,F,5,5,25,25
6,act_stft,act_htft,F,F,5,5,30,30
7,act_stft,act_htft,F,F,5,5,35,35
8,act_stft,act_htft,F,F,5,5,40,40
9,act_stft,act_htft,F,F,5,5,45,45
10,act_stft,act_htft,F,F,5,5,50,50
11,act_stft,act_htft,F,F,5,5,55,55
12,act_stft,act_htft,F,F,5,5,60,60
13,act_stft,act_htft,F,F,5,5,65,65
14,act_stft,act_htft,F,F,5,5,70,70
15,act_stft,act_htft,F,F,5,5,75,75
16,act_stft,act_htft,F,F,5,5,80,80
17,act_stft,act_htft,F,F,5,5,85,85
18,act_stft,act_htft,F,F,5,5,90,90
19,act_stft,act_htft,F,F,5,5,95,95
20,act_stft,act_htft,F,F,5,5,100,100
1,act_stft,act_np10,F,J,10,0,10,0
2,act_stft,act_np10,J,F,0,10,10,10
3,act_stft,act_np10,F,J,10,0,20,10
4,act_stft,act_np10,J,F,0,10,20,20
5,act_stft,act_np10,F,J,10,0,30,20
6,act_stft,act_np10,J,F,0,10,30,30
7,act_stft,act_np10,F,J,10,0,40,30
8,act_stft,act_np10,J,F,0,10,40,40
9,act_stft,act_np10,F,F,5,5,45,45
10,act_stft,act_np10,F,F,5,5,50,50
11,act_stft,act_np10,F,F,5,5,55,55
12,act_stft,act_np10,F,F,5,5,60,60
13,act_stft,act_np10,F,F,5,5,65,65
14,act_stft,act_np10,F,F,5,5,70,70
15,act_stft,act_np10,F,F,5,5,75,75
16,act_stft,act_np10,F,F,5,5,80,80
17,act_stft,act_np10,F,F,5,5,85,85
18,act_stft,act_np10,F,F,5,5,90,90
19,act_stft,act_np10,F,F,5,5,95,95
20,act_stft,act_np10,F,F,5,5,100,100
1,act_stft,act_np20,F,J,10,0,10,0
2,act_stft,act_np20,J,F,0,10,10,10
3,act_stft,act_np20,F,J,10,0,20,10
4,act_stft,act_np20,J,F,0,10,20,20
5,act_stft,act_np20,F,F,5,5,25,25
6,act_stft,act_np20,F,F,5,5,30,30
7,act_stft,act_np20,F,F,5,5,35,35
8,act_stft,act_np20,F,F,5,5,40,40
9,act_stft,act_np20,F,F,5,5,45,45
10,act_stft,act_np20,F,F,5,5,50,50
11,act_stft,act_np20,F,F,5,5,55,55
12,act_stft,act_np20,F,F,5,5,60,60
13,act_stft,act_np20,F,F,5,5,65,65
14,act_stft,act_np20,F,F,5,5,70,70
15,act_stft,act_np20,F,F,5,5,75,75
16,act_stft,act_np20,F,F,5,5,80,80
17,act_stft,act_np20,F,F,5,5,85,85
18,act_stft,act_np20,F,F,5,5,90,90
19,act_stft,act_np20,F,F,5,5,95,95
20,act_stft,act_np20,F,F,5,5,100,100
1,act_rtft,act_gpt4,F,J,10,0,10,0
2,act_rtft,act_gpt4,F,F,5,5,15,5
3,act_rtft,act_gpt4,J,F,0,10,15,15
4,act_rtft,act_gpt4,J,J,8,8,23,23
5,act_rtft,act_gpt4,F,J,10,0,33,23
6,act_rtft,act_gpt4,F,F,5,5,38,28
7,act_rtft,act_gpt4,J,F,0,10,38,38
8,act_rtft,act_gpt4,J,J,8,8,46,46
9,act_rtft,act_gpt4,F,J,10,0,56,46
10,act_rtft,act_gpt4,F,F,5,5,61,51
11,act_rtft,act_gpt4,J,F,0,10,61,61
12,act_rtft,act_gpt4,J,J,8,8,69,69
13,act_rtft,act_gpt4,F,J,10,0,79,69
14,act_rtft,act_gpt4,F,F,5,5,84,74
15,act_rtft,act_gpt4,J,F,0,10,84,84
16,act_rtft,act_gpt4,J,J,8,8,92,92
17,act_rtft,act_gpt4,F,J,10,0,102,92
18,act_rtft,act_gpt4,F,F,5,5,107,97
19,act_rtft,act_gpt4,J,F,0,10,107,107
20,act_rtft,act_gpt4,J,J,8,8,115,115
1,act_rtft,act_tft,F,J,10,0,10,0
2,act_rtft,act_tft,F,F,5,5,15,5
3,act_rtft,act_tft,J,F,0,10,15,15
4,act_rtft,act_tft,J,J,8,8,23,23
5,act_rtft,act_tft,F,J,10,0,33,23
6,act_rtft,act_tft,F,F,5,5,38,28
7,act_rtft,act_tft,J,F,0,10,38,38
8,act_rtft,act_tft,J,J,8,8,46,46
9,act_rtft,act_tft,F,J,10,0,56,46
10,act_rtft,act_tft,F,F,5,5,61,51
11,act_rtft,act_tft,J,F,0,10,61,61
12,act_rtft,act_tft,J,J,8,8,69,69
13,act_rtft,act_tft,F,J,10,0,79,69
14,act_rtft,act_tft,F,F,5,5,84,74
15,act_rtft,act_tft,J,F,0,10,84,84
16,act_rtft,act_tft,J,J,8,8,92,92
17,act_rtft,act_tft,F,J,10,0,102,92
18,act_rtft,act_tft,F,F,5,5,107,97
19,act_rtft,act_tft,J,F,0,10,107,107
20,act_rtft,act_tft,J,J,8,8,115,115
1,act_rtft,act_tftt,F,J,10,0,10,0
2,act_rtft,act_tftt,F,J,10,0,20,0
3,act_rtft,act_tftt,F,F,5,5,25,5
4,act_rtft,act_tftt,J,F,0,10,25,15
5,act_rtft,act_tftt,J,J,8,8,33,23
6,act_rtft,act_tftt,F,J,10,0,43,23
7,act_rtft,act_tftt,F,J,10,0,53,23
8,act_rtft,act_tftt,F,F,5,5,58,28
9,act_rtft,act_tftt,J,F,0,10,58,38
10,act_rtft,act_tftt,J,J,8,8,66,46
11,act_rtft,act_tftt,F,J,10,0,76,46
12,act_rtft,act_tftt,F,J,10,0,86,46
13,act_rtft,act_tftt,F,F,5,5,91,51
14,act_rtft,act_tftt,J,F,0,10,91,61
15,act_rtft,act_tftt,J,J,8,8,99,69
16,act_rtft,act_tftt,F,J,10,0,109,69
17,act_rtft,act_tftt,F,J,10,0,119,69
18,act_rtft,act_tftt,F,F,5,5,124,74
19,act_rtft,act_tftt,J,F,0,10,124,84
20,act_rtft,act_tftt,J,J,8,8,132,92
1,act_rtft,act_stft,F,F,5,5,5,5
2,act_rtft,act_stft,J,F,0,10,5,15
3,act_rtft,act_stft,J,J,8,8,13,23
4,act_rtft,act_stft,F,J,10,0,23,23
5,act_rtft,act_stft,F,F,5,5,28,28
6,act_rtft,act_stft,J,F,0,10,28,38
7,act_rtft,act_stft,J,J,8,8,36,46
8,act_rtft,act_stft,F,J,10,0,46,46
9,act_rtft,act_stft,F,F,5,5,51,51
10,act_rtft,act_stft,J,F,0,10,51,61
11,act_rtft,act_stft,J,J,8,8,59,69
12,act_rtft,act_stft,F,J,10,0,69,69
13,act_rtft,act_stft,F,F,5,5,74,74
14,act_rtft,act_stft,J,F,0,10,74,84
15,act_rtft,act_stft,J,J,8,8,82,92
16,act_rtft,act_stft,F,J,10,0,92,92
17,act_rtft,act_stft,F,F,5,5,97,97
18,act_rtft,act_stft,J,F,0,10,97,107
19,act_rtft,act_stft,J,J,8,8,105,115
20,act_rtft,act_stft,F,J,10,0,115,115
1,act_rtft,act_rtft,F,F,5,5,5,5
2,act_rtft,act_rtft,J,J,8,8,13,13
3,act_rtft,act_rtft,F,F,5,5,18,18
4,act_rtft,act_rtft,J,J,8,8,26,26
5,act_rtft,act_rtft,F,F,5,5,31,31
6,act_rtft,act_rtft,J,J,8,8,39,39
7,act_rtft,act_rtft,F,F,5,5,44,44
8,act_rtft,act_rtft,J,J,8,8,52,52
9,act_rtft,act_rtft,F,F,5,5,57,57
10,act_rtft,act_rtft,J,J,8,8,65,65
11,act_rtft,act_rtft,F,F,5,5,70,70
12,act_rtft,act_rtft,J,J,8,8,78,78
13,act_rtft,act_rtft,F,F,5,5,83,83
14,act_rtft,act_rtft,J,J,8,8,91,91
15,act_rtft,act_rtft,F,F,5,5,96,96
16,act_rtft,act_rtft,J,J,8,8,104,104
17,act_rtft,act_rtft,F,F,5,5,109,109
18,act_rtft,act_rtft,J,J,8,8,117,117
19,act_rtft,act_rtft,F,F,5,5,122,122
20,act_rtft,act_rtft,J,J,8,8,130,130
1,act_rtft,act_htft,F,F,5,5,5,5
2,act_rtft,act_htft,J,F,0,10,5,15
3,act_rtft,act_htft,J,F,0,10,5,25
4,act_rtft,act_htft,J,F,0,10,5,35
5,act_rtft,act_htft,J,J,8,8,13,43
6,act_rtft,act_htft,F,J,10,0,23,43
7,act_rtft,act_htft,F,F,5,5,28,48
8,act_rtft,act_htft,J,F,0,10,28,58
9,act_rtft,act_htft,J,F,0,10,28,68
10,act_rtft,act_htft,J,F,0,10,28,78
11,act_rtft,act_htft,J,J,8,8,36,86
12,act_rtft,act_htft,F,J,10,0,46,86
13,act_rtft,act_htft,F,F,5,5,51,91
14,act_rtft,act_htft,J,F,0,10,51,101
15,act_rtft,act_htft,J,F,0,10,51,111
16,act_rtft,act_htft,J,F,0,10,51,121
17,act_rtft,act_htft,J,J,8,8,59,129
18,act_rtft,act_htft,F,J,10,0,69,129
19,act_rtft,act_htft,F,F,5,5,74,134
20,act_rtft,act_htft,J,F,0,10,74,144
1,act_rtft,act_np10,F,J,10,0,10,0
2,act_rtft,act_np10,F,F,5,5,15,5
3,act_rtft,act_np10,J,F,0,10,15,15
4,act_rtft,act_np10,J,J,8,8,23,23
5,act_rtft,act_np10,F,J,10,0,33,23
6,act_rtft,act_np10,F,F,5,5,38,28
7,act_rtft,act_np10,J,F,0,10,38,38
8,act_rtft,act_np10,J,J,8,8,46,46
9,act_rtft,act_np10,F,J,10,0,56,46
10,act_rtft,act_np10,F,F,5,5,61,51
11,act_rtft,act_np10,J,F,0,10,61,61
12,act_rtft,act_np10,J,J,8,8,69,69
13,act_rtft,act_np10,F,J,10,0,79,69
14,act_rtft,act_np10,F,F,5,5,84,74
15,act_rtft,act_np10,J,F,0,10,84,84
16,act_rtft,act_np10,J,J,8,8,92,92
17,act_rtft,act_np10,F,F,5,5,97,97
18,act_rtft,act_np10,J,F,0,10,97,107
19,act_rtft,act_np10,J,J,8,8,105,115
20,act_rtft,act_np10,F,J,10,0,115,115
1,act_rtft,act_np20,F,J,10,0,10,0
2,act_rtft,act_np20,F,F,5,5,15,5
3,act_rtft,act_np20,J,F,0,10,15,15
4,act_rtft,act_np20,J,J,8,8,23,23
5,act_rtft,act_np20,F,J,10,0,33,23
6,act_rtft,act_np20,F,F,5,5,38,28
7,act_rtft,act_np20,J,F,0,10,38,38
8,act_rtft,act_np20,J,J,8,8,46,46
9,act_rtft,act_np20,F,J,10,0,56,46
10,act_rtft,act_np20,F,F,5,5,61,51
11,act_rtft,act_np20,J,F,0,10,61,61
12,act_rtft,act_np20,J,J,8,8,69,69
13,act_rtft,act_np20,F,J,10,0,79,69
14,act_rtft,act_np20,F,F,5,5,84,74
15,act_rtft,act_np20,J,F,0,10,84,84
16,act_rtft,act_np20,J,F,0,10,84,94
17,act_rtft,act_np20,J,J,8,8,92,102
18,act_rtft,act_np20,F,J,10,0,102,102
19,act_rtft,act_np20,F,F,5,5,107,107
20,act_rtft,act_np20,J,F,0,10,107,117
1,act_htft,act_gpt4,F,J,10,0,10,0
2,act_htft,act_gpt4,F,F,5,5,15,5
3,act_htft,act_gpt4,F,F,5,5,20,10
4,act_htft,act_gpt4,F,J,10,0,30,10
5,act_htft,act_gpt4,F,F,5,5,35,15
6,act_htft,act_gpt4,F,F,5,5,40,20
7,act_htft,act_gpt4,F,F,5,5,45,25
8,act_htft,act_gpt4,F,F,5,5,50,30
9,act_htft,act_gpt4,F,F,5,5,55,35
10,act_htft,act_gpt4,F,F,5,5,60,40
11,act_htft,act_gpt4,F,F,5,5,65,45
12,act_htft,act_gpt4,F,F,5,5,70,50
13,act_htft,act_gpt4,F,F,5,5,75,55
14,act_htft,act_gpt4,F,F,5,5,80,60
15,act_htft,act_gpt4,F,F,5,5,85,65
16,act_htft,act_gpt4,F,F,5,5,90,70
17,act_htft,act_gpt4,F,F,5,5,95,75
18,act_htft,act_gpt4,F,F,5,5,100,80
19,act_htft,act_gpt4,F,F,5,5,105,85
20,act_htft,act_gpt4,F,F,5,5,110,90
1,act_htft,act_tft,F,J,10,0,10,0
2,act_htft,act_tft,F,F,5,5,15,5
3,act_htft,act_tft,F,F,5,5,20,10
4,act_htft,act_tft,F,F,5,5,25,15
5,act_htft,act_tft,F,F,5,5,30,20
6,act_htft,act_tft,F,F,5,5,35,25
7,act_htft,act_tft,F,F,5,5,40,30
8,act_htft,act_tft,F,F,5,5,45,35
9,act_htft,act_tft,F,F,5,5,50,40
10,act_htft,act_tft,F,F,5,5,55,45
11,act_htft,act_tft,F,F,5,5,60,50
12,act_htft,act_tft,F,F,5,5,65,55
13,act_htft,act_tft,F,F,5,5,70,60
14,act_htft,act_tft,F,F,5,5,75,65
15,act_htft,act_tft,F,F,5,5,80,70
16,act_htft,act_tft,F,F,5,5,85,75
17,act_htft,act_tft,F,F,5,5,90,80
18,act_htft,act_tft,F,F,5,5,95,85
19,act_htft,act_tft,F,F,5,5,100,90
20,act_htft,act_tft,F,F,5,5,105,95
1,act_htft,act_tftt,F,J,10,0,10,0
2,act_htft,act_tftt,F,F,5,5,15,5
3,act_htft,act_tftt,F,F,5,5,20,10
4,act_htft,act_tftt,F,F,5,5,25,15
5,act_htft,act_tftt,F,F,5,5,30,20
6,act_htft,act_tftt,F,F,5,5,35,25
7,act_htft,act_tftt,F,F,5,5,40,30
8,act_htft,act_tftt,F,F,5,5,45,35
9,act_htft,act_tftt,F,F,5,5,50,40
10,act_htft,act_tftt,F,F,5,5,55,45
11,act_htft,act_tftt,F,F,5,5,60,50
12,act_htft,act_tftt,F,F,5,5,65,55
13,act_htft,act_tftt,F,F,5,5,70,60
14,act_htft,act_tftt,F,F,5,5,75,65
